company_name,contact,address,city,state,zip,country,phone,email,fax,notes,operations,commodities,url
Johnson Farms,,PO BOX 114,WALHALLA,ND,58282-0114,USA,(701) 549-2456,,(701) 549-3431,,"Grower, Shipper, Produce,","Potatoes, Seed Potatoes,",
Jones Produce Inc,,PO BOX 487,QUINCY,WA,98848-0487,USA,(509) 787-3537,,(509) 787-1895,,"Grower, Packer, Processor, Shipper, Produce,","Potatoes,",
"Jones Produce LLC, Dewey",,PO BOX 767,CROSSVILLE,TN,38557-0767,USA,(931) 484-3443,,,,"Broker, Grower, Packer, Shipper, Produce,","Green Beans,",
"Jorde Co, Jim",,PO BOX 777,CANDO,ND,58324-0777,USA,(701) 968-3357,,,,"Grower, Produce,","Seed Potatoes,",
Jumbo Distributing Inc,,30273 Corte Coelho Rd,TEMECULA,CA,92591-1691,USA,(951) 699-0162,,(951) 699-8573,,"Buying Broker, Distributor, Shipper, Produce,","Broccoli, Cauliflower, Citrus Fruits, Fruits, Grapes, Melons, Sweet Corn, Vegetables,",
K B & R Trading Corp,,"33 Newman Springs Rd, Ste B",TINTON FALLS,NJ,07724-2644,USA,(732) 842-0746,,(732) 224-9290,,"Buying Broker, Broker, Distributor, Shipper, Produce,","Citrus Fruits, Fruits, Onions, Potatoes, Tomatoes, Tropical Fruits, Tropical Vegetables, Vegetables, Watermelons,",
"Karam & Son Inc, Fred",,889 N SOUTH RD,SCRANTON,PA,18504-1409,USA,(570) 342-7795,,,,"Food Service, Jobber, Packer, Repacker, Produce,","Tomatoes,",
"Katz Produce Inc, Sy",,PO BOX 552,BOONE,NC,28607-0552,USA,(828) 297-7121,southernstar@usa.net,(828) 297-5884,,"Buying Broker, Importer, Sales Agency, Shipper, Produce,","Cantaloupes, Cucumbers, Eggplant, Fruits, Green Beans, Honeydew Melons, Mixed Vegetables, Peppers, PMA Member, Squash, Tomatoes,",
"Katz Produce Inc, Sy",,PO BOX 552,BOONE,NC,28607-0552,USA,(828) 297-7121,,(269) 297-5884,,"Buying Broker, Shipper, Produce,","Apples, Blueberries, Cabbage, Cantaloupes, Carrots, Celery, Cherry Tomatoes, Chili, Cucumbers, Eggplant, Escarole, Fruits, Green Beans, Lettuce, Peaches, Pears, Peppers, Plums, Pumpkins, Radishes, Romaine, Spinach, Squash, Strawberries, Tomatoes, Vegetables,",
"Katz Produce Inc, Sy",,PO Box 552,BOONE,NC,28607,USA,(954) 946-3630,,(954) 946-3648,,"Buying Broker, Importer, Sales Agency, Shipper, Produce,","Cantaloupes, Cucumbers, Eggplant, Fruits, Green Beans, Honeydew Melons, Mixed Vegetables, Peppers, Tomatoes,",
"Katz Produce Inc, Sy",,PO Box 552,BOONE,NC,28607-0552,USA,(229) 559-1705,,(229) 559-1867,,"Buying Broker, Sales Agency, Shipper, Produce,","Cucumbers, Eggplant, Fruits, Mixed Vegetables, Peppers,",
"Katz Produce Inc, Sy",,PO Box 552,BOONE,NC,28607-0552,USA,(910) 533-2966,southernstar@usa.net,(910) 533-2965,,"Broker, Packer, Sales Agency, Shipper, Produce,","Cabbage, Chili, Cucumbers, Eggplant, Green Beans, Peppers, Squash, Tomatoes, Vegetables,",
Katz Produce Sales LLC,,PO BOX 609,PLOVER,WI,54467-0609,USA,(715) 344-7659,katzsales@charter.net,(715) 344-4788,,"Sales Agency, Shipper, Produce,","Onions, Potatoes,",
Kern River Produce Inc,,1701 WESTWIND DR STE 117,BAKERSFIELD,CA,933013048,USA,(661) 633-2400,sales@kernriverproduce.com,(661) 633-2433,,"Distributor, Sales Agency, Shipper, Produce,","Carrots, Onions, Potatoes, Yam,",
King Fresh Produce LLC,,8140 W MINERAL KING AVE,VISALIA,CA,93291-9658,USA,(559) 651-8070,,(559) 651-8060,,"Buying Broker, Broker, Exporter, Grower, Importer, Shipper, Produce,","Apples, Apricots, Asparagus, Berries, Broccoli, Cantaloupes, Carrots, Cauliflower, Celery, Citrus Fruits, Fresh Cut, Lemons, Lettuce, Nectarines, Oranges, Peaches, Pears, Plums, PMA Member, Pomegranates, Strawberries, Tangerines, Watermelons,",Http://www.kingfresh.com
King-Pak Potato Co,,PO BOX 22A,EDISON,CA,93220-0020,USA,(661) 366-3267,,(661) 366-0471,,"Grower, Shipper, Produce,","Potatoes,",
"Kovacevich International Inc, T M",,3301 S GALLOWAY ST STE 236,PHILADELPHIA,PA,19148-5406,USA,(215) 334-1676,,(215) 336-2866,,"Broker, Importer, Shipper, Produce,","Cantaloupes, Honeydew Melons, Squash,",
Krichmar Produce,,"1370 S Main Rd, PMB 135",VINELAND,NJ,08360-6501,USA,(856) 563-0040,krichmars@aol.com,(856) 563-0044,,"Buying Broker, Shipper, Produce,","Fruits, Vegetables,",
LA Consolidation,,PO Box 277,CHINO,CA,91708-0277,USA,(213) 746-1940,,(213) 746-2921,,"Consolidation, Shipper, Produce, Transportation,","Fruits, Vegetables,",
LA Nut,,"1601 E Olympic Blvd, Ste 222",LOS ANGELES,CA,90021-1941,USA,(213) 452-0045,,(213) 438-0825,,"Distributor, Exporter, Packer, Shipper, Produce,","Almonds, Nuts, Peanuts, Pecans,",
Lange Trading Company Inc,,PO BOX 19261,SPRINGFIELD,IL,62794-9261,USA,(217) 786-3300,,(217) 786-2570,,"Distributor, Packer, Shipper, Produce,","Fruits, Vegetables,",
Langlade Potato Distributing Inc,,PO BOX 578,ANTIGO,WI,54409-0578,USA,(715) 627-4873,langlade@newnorth.net,(715) 627-4891,,"Buying Broker, Shipper, Produce,","Onions, Potatoes,",
Langlade Potato Distributing Inc,,PO BOX 578,ANTIGO,WI,54409-0578,USA,(715) 325-7783,,(715) 325-7707,,"Buying Broker, Shipper, Produce,","Onions, Potatoes,",
Lauritzen Inc,,W5539 COUNTY K,WILD ROSE,WI,54984,USA,(715) 258-5985,,(715) 258-5930,,"Grower, Packer, Shipper, Produce,","Cucumbers, Fruits, Potatoes, Vegetables,",
"Lawrence Sales Inc, Manny",,PO Box 99,SANTA YNEZ,CA,93460,USA,(805) 693-1300,,(805) 686-4773,,"Broker, Food Service, Shipper, Produce,","Apples, Apricots, Asparagus, Blackberries, Blueberries, Broccoli, Brussels Sprouts, Cabbage, Cantaloupes, Carrots, Cauliflower, Celery, Cherries, Fruits, Grapes, Kiwi, Lettuce, Mixed Vegetables, Nectarines, Peaches, Peppers, Plums, Sweet Corn, Vegetables,",
Leger & Son Inc,,PO BOX 686,CORDELE,GA,31010-0686,USA,(229) 273-4548,legerandson@bellsouth.net,(229) 273-4998,,"Grower, Shipper, Produce,","PMA Member, Watermelons,",Http://www.legerandson.com
"Leone Produce Inc, Alfred S",,PO Box 558,MINOTOLA,NJ,08341-0558,USA,(856) 794-2794,aleone2630@aol.com,(856) 794-9397,,"Buying Broker, Broker, Cold Storage, Distributor, Importer, Repacker, Shipper, Produce,","Apples, Basil, Chilean Fruit, Chives, Eggplant, Endive, Escarole, Fruits, Green Onions, Greens, Herbs, Lettuce, Mint, Onions, Parsnips, Peaches, Peppers, Pumpkins, Sage, Shallots, Spices, Squash, Sweet Potatoes, Thyme, Tomatoes, Turnips, Vegetables,",
Lewis Taylor Farms Inc,,195 TyTy Omega Rd,TIFTON,GA,31793,USA,(229) 382-4454,brim2@planttel.net,(229) 382-8930,,"Grower, Packer, Shipper, Produce,","Cabbage, Cantaloupes, Collards, Cucumbers, Eggplant, Peppers, Squash, Tomatoes,",
Lone Wolf Farms,,PO Box 317,MINTO,ND,58261-0317,USA,(701) 248-3482,,(701) 248-3508,,"Broker, Grower, Packer, Shipper, Produce,","Potatoes,",Http://www.lonewolffarms.com
"Macias Co Inc, Mario",,PO Box 81746,BAKERSFIELD,CA,93380-1746,USA,(661) 391-0668,mario@buygrapes.com,(661) 391-8336,,"Buying Broker, Broker, Sales Agency, Shipper, Produce,","Apples, Fruits, Grapes, Kiwi, Nectarines, Peaches, Plums, Vegetables,",
"Macias Co Inc, Mario",,,BAKERSFIELD,CA,.....,USA,(661) 391-0668,,(661) 391-8336,,"Buying Broker, Broker, Sales Agency, Shipper, Produce,","Apples, Fruits, Grapes, Kiwi, Nectarines, Peaches, Plums, Vegetables,",
"Macrie Inc, Paul J",,PO BOX 149,HAMMONTON,NJ,08037-0149,USA,(609) 561-2460,pmacrie1228@msn.com,(609) 561-0034,,"Buying Broker, Distributor, Shipper, Produce,","Asparagus, Blueberries, Cabbage, Collards, Cucumbers, Eggplant, Endive, Escarole, Fruits, Green Beans, Greens, Lettuce, Mustard Greens, Onions, Peaches, Peppers, Romaine, Spinach, Squash, Strawberries, Sweet Corn, Sweet Potatoes, Tomatoes, Turnips, Vegetables,",
"Macrie Inc, Paul J",,PO BOX 149,HAMMONTON,NJ,08037-0149,USA,(800) 229-2460,,,,"Buying Broker, Shipper, Produce,","PMA Member, Sweet Potatoes, Vegetables,",
"Macrie Inc, Paul J",,PO BOX 149,HAMMONTON,NJ,08037-0149,USA,(800) 229-2460,,(609) 561-2966,,"Buying Broker, Shipper, Produce,","Asparagus, Cabbage, Cantaloupes, Cauliflower, Cherry Tomatoes, Chili, Cucumbers, Eggplant, Green Beans, Green Onions, Green Peas, Greens, Herbs, Honeydew Melons, Leeks, Lettuce, Melons, Mixed Vegetables, Peppers, Pickle Cucumbers, Potatoes, Pumpkins, Squash, Strawberries, Sweet Corn, Tomatoes, Watermelons,",
"Macrie Inc, Paul J",,,VINELAND,NJ,8360,USA,(800) 229-2460,,,,"Buying Broker, Distributor, Shipper, Produce,","Fruits, Vegetables,",
"Macrie Inc, Paul J",,PO BOX 149,HAMMONTON,NJ,08037-0149,USA,(800) 229-9533,,(609) 561-2966,,"Buying Broker, Distributor, Shipper, Produce,","Fruits, Onions, Vegetables, Watermelons,",
"Macrie Inc, Paul J",,PO BOX 149,HAMMONTON,NJ,08037-0149,USA,(800) 229-9533,,,,"Buying Broker, Distributor, Shipper, Produce,","Cucumbers, Fruits, Green Beans, Onions, Squash, Vegetables, Watermelons,",
Magnolia Packing Inc,,PO BOX 863,AMERICUS,GA,31709-0863,USA,(229) 931-0900,,(229) 931-0667,,"Packer, Shipper, Produce,","Chili, Cucumbers, Eggplant, Green Beans, Peppers, Pickle Cucumbers, Squash, Zucchini,",
Marker 29 Produce Inc,,PO BOX 301,ONANCOCK,VA,23417-0301,USA,(757) 787-1000,cody@marker29produce.com,(757) 787-1294,,"Buying Broker, Fresh Cut Processor, Repacker, Shipper, Produce,","Baby Carrots, Beets, Blueberries, Broccoli, Cabbage, Carrots, Celery, Chili, Cilantro, Cucumbers, Eggplant, Endive, Fresh Cut, Green Beans, Greens, Leeks, Lettuce, Mixed Vegetables, Napa, Okra, Parsley, Peppers, Spinach, Squash, Squash, Sweet Corn,",Http://www.marker29produce.com
Marker 29 Produce Inc,,PO BOX 301,ONANCOCK,VA,23417-0301,USA,(229) 559-7100,sterling@marker29produce.com,(229) 559-8991,,"Buying Broker, Fresh Cut Processor, Repacker, Shipper, Produce,","Baby Carrots, Beets, Blueberries, Broccoli, Cabbage, Cabbage, Carrots, Chili, Cilantro, Cucumbers, Eggplant, Escarole, Fresh Cut, Green Beans, Greens, Herbs, Leeks, Lettuce, Okra, Onions, Parsley, Peppers, Radishes, Romaine, Spinach, Squash, Strawberries, Sweet Corn,",Http://www.marker29produce.com
Marker 29 Produce Inc,,PO Box 301,ONANCOCK,VA,23417,USA,(813) 719-8717,sean@marker29produce.com,(813) 719-8735,,"Buying Broker, Broker, Repacker, Shipper, Produce,","Baby Carrots, Beets, Blueberries, Broccoli, Cabbage, Carrots, Celery, Cilantro, Cucumbers, Eggplant, Endive, Fresh Cut, Green Beans, Greens, Leeks, Lettuce, Mixed Vegetables, Napa, Okra, Parsley, Peppers, Spinach, Squash, Sweet Corn,",
Martens Farms,,PO BOX 428,PORT BYRON,NY,13140-0428,USA,(315) 776-8821,info@spudsrus.com,(315) 776-8201,,"Broker, Fresh Cut Processor, Grower, Packer, Processor, Shipper, Produce,","Onions, Organic, Potatoes,",Http://www.spudsrus.com
"Masser Inc, Sterman",,PO BOX 210,SACRAMENTO,PA,17968-0210,USA,(570) 682-3709,dmasser@masserspuds.com,(570) 682-3259,,"Food Service, Grower, Jobber, Packer, Shipper, Produce,","Potatoes, Seed Potatoes,",Http://www.masserspuds.com
"Mattek & Sons Inc, J W",,N5798 STAR NEVA RD,DEERBROOK,WI,54424-9668,USA,623-6963,jwmattek@newnorth.net,(715) 627-7245,,"Grower, Shipper, Produce,","Potatoes, Seed Potatoes,",
McCotter Farms,,PO BOX 185,VANDEMERE,NC,28587-0185,USA,(252) 745-5152,bigmfarms@pamlico.net,(252) 745-3885,,"Grower, Shipper, Produce,","Potatoes,",
MCL Fresh Inc,,5555 E Olympic Blvd,LOS ANGELES,CA,90022-5129,USA,(323) 201-5800,sales@mclfresh.com,(323) 201-5780,,"Buying Broker, Buyer, Consolidation, Distributor, Exporter, Grower, Jobber, Packer, Repacker, Produce, Transportation,","Apples, Fruits, Mangoes, Nectarines, Pears, PMA Member, Pomegranates, Vegetables,",Http://www.mclfresh.com
McMelon Inc,,1194 Old Bratt Rd,ATMORE,AL,36502-6640,USA,(251) 368-8701,mcmelon@frontier.net,(251) 368-2706,,"Shipper, Produce,","Watermelons,",
Melons West of New York Inc,,1444 E Lackawanna Ave Ste 218,OLYPHANT,PA,18447,USA,(570) 586-5600,onions@michaelcutlerco.com,(570) 586-5858,,"Distributor, Grower, Shipper, Produce,","Beets, Broccoli, Cabbage, Carrots, Celery, Green Beans, Green Onions, Lettuce, Mangoes, Onions, Potatoes, Pumpkins, Radishes, Romaine, Squash, Vegetables,",
Meyer LLC,,PO BOX 1944,NOGALES,AZ,85628-1944,USA,(520) 281-9754,schamberlain@mail.meyernet.com,(520) 761-4202,,"Broker, Grower, Shipper, Produce,","Cherry Tomatoes, Cucumbers, Eggplant, Peppers, Roma, Squash, Tomatoes,",Http://www.meyertomatoes.com
Meyer LLC,,PO BOX 606,KING CITY,CA,93930-0606,USA,(831) 385-3231,,(831) 385-3883,,"Grower, Shipper, Produce,","Cherry Tomatoes, Eggplant, Peppers, PMA Member, Roma, Tomatoes,",
Midwest Marketing Co Inc,,PO BOX 1500,VINCENNES,IN,47591-7500,USA,(812) 882-4415,randysmith@avenuebroadband.com,(812) 882-9010,,"Broker, Cold Storage, Grower, Packer, Repacker, Shipper, Produce,","Cantaloupes, Fruits, Pumpkins, Sweet Corn, Vegetables, Watermelons,",Http://www.midwestwatermelon.com
Miedema Produce Inc,,5005 40TH AVE,HUDSONVILLE,MI,49426-9481,USA,(616) 669-9420,info@miedemaproduce.com,(616) 669-2524,,"Grower, Packer, Shipper, Produce,","Blueberries, Cabbage, Carrots, Celery, Cucumbers, Mixed Vegetables, Onions, Parsnips, Peppers, Radishes, Squash, Turnips,",Http://www.miedemaproduce.com
Miedema Produce Inc,,11061 N COTTON LN WADDEL,WADDEL,AZ,85355,USA,(623) 546-6933,,(623) 546-8036,,"Grower, Shipper, Produce,","Carrots, Parsnips, Radishes,",
Miedema Produce Inc,,5005 40th Ave,HUDSONVILLE,MI,49426-9481,USA,(616) 669-9420,,(616) 669-2524,,"Grower, Shipper, Produce,","Radishes,",
"Miles Produce Service Inc, Rick",,PO BOX 15,RIGBY,ID,83442-0015,USA,(208) 745-9359,mpotato@srv.net,(208) 745-8044,,"Broker, Distributor, Shipper, Produce,","Lettuce, Onions, Potatoes, Tomatoes,",
"Mitchell, E C",,43 CONYNGHAM AVE,WILKES-BARRE,PA,18702-5600,USA,(570) 823-7142,,(570) 823-1667,,"Packer, Repacker, Wholesaler, Produce,","Citrus Fruits, Grapefruit, Lemons, Limes, Oranges,",
Modern Mushroom Farms Inc,,PO BOX 340,AVONDALE,PA,19311-0340,USA,(610) 268-3773,info@modernmush.com,(610) 268-5193,,"Canner, Grower, Packer, Processor, Shipper, Produce,","Mushrooms, PMA Member, Watercress,",Http://www.modernmush.com
Modern Mushroom Sales Company,,PO BOX 340,AVONDALE,PA,19311-0340,USA,(610) 268-3773,info@modernmush.com,(610) 268-5193,,"Packer, Shipper, Produce,","Mushrooms, Watercress,",Http://www.modernmush.com
Modern Produce Farms Inc,,PO BOX 595,FLORIDA,NY,10921-0595,USA,(845) 258-4690,,(845) 258-4477,,"Grower, Repacker, Shipper, Produce,","Celery, Lettuce, Onions, Radishes, Scallions,",
Mol Produce Co Inc,,PO BOX 141154,GRAND RAPIDS,MI,49514-1154,USA,(616) 453-1075,,(616) 453-3605,,"Sales Agency, Shipper, Produce,","Asparagus, Blueberries, Cabbage, Cauliflower, Cherries, Cucumbers, Eggplant, Escarole, Fruits, Grapes, Green Onions, Green Peas, Greens, Leeks, Lettuce, Okra, Onions, Pears, Peppers, Pumpkins, Radishes, Raspberries, Romaine, Rutabaga, Spinach, Sweet Corn, Vegetables,",
Mountain View Produce & Transportation,,PO Box 3151,COPPER MOUNTAIN,CO,80443-3151,USA,(970) 968-2356,mtnview1@aol.com,(970) 968-2373,,"Buying Broker, Broker, Shipper, Produce,","Fruits, Onions, Potatoes, Vegetables,",
MPG Fresh,,PO BOX 271,PRESQUE ISLE,ME,04769-0271,USA,(207) 764-8515,nwinslow@mpgco-op.com,(207) 764-0079,,"Repacker, Sales Agency, Shipper, Produce,","Potatoes, Seed Potatoes,",Http://www.mpgco-op.com
Mrs Dennis' Potato Farm Inc,,15370-K,WAUSEON,OH,43567,USA,(419) 335-2778,,,,"Grower, Repacker, Shipper, Produce,","Potatoes,",
"Murphy & Sons, O P",,PO BOX 548,SOLEDAD,CA,93960-0548,USA,(831) 675-2371,,(831) 675-3361,,"Shipper, Produce,","Tomatoes,",
"Muse Inc, Corbin",,PO BOX 487,MONTROSS,VA,22520-0487,USA,(804) 639-6243,alibimbr@aol.com,(804) 639-6244,,"Buying Broker, Broker, Shipper, Produce,","Asparagus, Blackberries, Blueberries, Broccoli, Cabbage, Cantaloupes, Cauliflower, Chili, Cranberries, Cucumbers, Eggplant, Fruits, Green Beans, Green Onions, Green Peas, Greens, Honeydew Melons, Leeks, Limes, Mangoes, Okra, Onions, Papayas, Peaches, Peaches, Peppers, Potatoes, Potatoes, Pumpkins, Radishes, Raspberries, Rutabaga, Squash, Star Fruit (Carambola), Strawberries, Sweet Corn, Sweet Potatoes, Tomatoes, Tomatoes, Vegetables,",
"Myruski, Raymond",,912 PULASKI HWY,GOSHEN,NY,10924-6108,USA,(845) 651-7900,,(845) 651-1511,,"Buyer, Grower, Packer, Repacker, Shipper, Produce,","Onions,",
NAPI/Navajo Agricultural Products I,,PO BOX 1318,FARMINGTON,NM,87499-1318,USA,(505) 566-2685,,(505) 324-9458,,"Grower, Packer, Shipper, Produce,","Green Beans, Onions, Potatoes,",Http://navajopride.com
Nardelli Bros Inc,,PO BOX 590,CEDARVILLE,NJ,08311-0590,USA,(856) 447-4621,,(856) 447-3700,,"Buying Broker, Broker, Grower, Shipper, Produce,","Arugula(Garden Rocket), Beets, Bibb Lettuce, Blueberries, Broccoli, Cabbage, Collards, Cucumbers, Dill, Eggplant, Endive, Escarole, Fruits, Green Beans, Green Leaf Lettuce, Green Onions, Herbs, Kale, Leeks, Lettuce, Mint, Mustard Greens, Onions, Parsley, Peaches, Peppers, Red Leaf Lettuce, Romaine, Squash, Sweet Corn, Sweet Potatoes, Turnips, Vegetables, Yam,",
Nardelli Bros Inc,,PO BOX 590,CEDARVILLE,NJ,08311-0590,USA,(856) 447-4621,,(856) 447-3700,,"Broker, Shipper, Produce,","Arugula(Garden Rocket), Beets, Bibb Lettuce, Blueberries, Broccoli, Cabbage, Carrots, Collards, Cucumbers, Dill, Eggplant, Endive, Escarole, Fruits, Green Beans, Green Leaf Lettuce, Green Onions, Herbs, Kale, Leeks, Lettuce, Mint, Mustard Greens, Onions, Parsley, Peaches, Peppers, Red Leaf Lettuce, Romaine, Squash, Sweet Corn, Sweet Potatoes, Turnips, Vegetables, Yam,",
Nardelli Bros Inc,,PO BOX 590,CEDARVILLE,NJ,08311-0590,USA,(856) 447-4621,,(856) 447-3700,,"Buying Broker, Broker, Grower, Shipper, Produce,","Arugula(Garden Rocket), Beets, Bibb Lettuce, Blueberries, Broccoli, Cabbage, Collards, Cucumbers, Dill, Eggplant, Endive, Escarole, Fruits, Green Beans, Green Leaf Lettuce, Green Onions, Herbs, Kale, Leeks, Lettuce, Mint, Mustard Greens, Onions, Parsley, Peaches, Peppers, Red Leaf Lettuce, Romaine, Squash, Sweet Corn, Sweet Potatoes, Turnips, Vegetables, Yam,",
Nash Produce LLC,,6160 S NC HIGHWAY 58,NASHVILLE,NC,27856-8642,USA,(252) 443-6011,jimyoung@nashproduce.com,(252) 443-6746,,"Buying Broker, Grower, Packer, Shipper, Produce,","Cantaloupes, Cucumbers, Melons, Peppers, Pickle Cucumbers, Pumpkins, Sweet Potatoes, Watermelons,",Http://www.nashproduce.com
National Onion Inc,,PO BOX 7206,LAS CRUCES,NM,88006-7206,USA,(575) 524-9100,natonion@comcast.net,(575) 526-4207,,"Broker, Shipper, Produce,","Jalapeño Pepper, Onions, Peppers, Spinach,",
Natures Best Produce Inc,,145A HUNTS POINT TERM MKT,BRONX,NY,10474-7303,USA,(718) 589-7500,hugh.colocott@naturesbestproduce.com,(718) 589-8891,,"Distributor, Shipper, Produce,","Fruits, Potatoes, Vegetables,",
Nature's Way Farms Inc,,7795 Suttontown Rd,FAISON,NC,28341-7267,USA,(910) 594-0096,nwfarms@hughes.net,(910) 594-0419,,"Broker, Grower, Repacker, Shipper, Produce,","Blackberries, Blueberries, Cherry Tomatoes, Cucumbers, Eggplant, Green Beans, Greens, Peppers, Pickle Cucumbers, PMA Member, Raspberries, Southern Veg, Squash, Sweet Potatoes, Tomatoes, Yam,",
Nature's Way Farms LLC,,PO Box 4207,RIO RICO,AZ,85648-4207,USA,(520) 761-9878,,(520) 761-9923,,"Buying Broker, Broker, NON-Prod Distribution, Shipper, Produce,","Grape Tomatoes, Peppers, Roma, Tomatoes, Vegetables,",Http://www.natureswayfarms.com
Neumiller Farms Inc,,PO BOX 250,SAVANNA,IL,61074-0250,USA,(815) 273-4505,,(815) 273-4508,,"Grower, Shipper, Produce,","Potatoes, Seed Potatoes,",
"Newlon Co Inc, Bruce",,PO BOX 939,ELLIJAY,GA,30540-0012,USA,(706) 276-9797,spudsbnco@hotmail.com,,,"Broker, Shipper, Produce,","Onions, Potatoes,",
Nicholas & Co Inc,,PO Box 45005,SALT LAKE CITY,UT,84145-0005,USA,(801) 530-5109,timnixon@nicholasandco.com,(801) 530-5758,,"Distributor, Food Service, Packer, Produce,","Fruits, PMA Member, Vegetables,",
Nogales Fruit & Tomato Distributors Inc,,PO BOX 1626,NOGALES,AZ,85628-1626,USA,(520) 281-0134,,(520) 281-4669,,"Broker, Shipper, Produce,","Cucumbers, Mixed Vegetables, Peppers, Squash, Tomatoes, Watermelons,",
North Weld Produce Company,,PO BOX 399,GREELEY,CO,80632-0399,USA,(970) 353-4950,,(970) 356-6566,,"Grower, Shipper, Produce,","Onions,",
Northampton Growers Produce Sales Inc,,PO BOX 248,CHERITON,VA,23316-0248,USA,(757) 331-3200,,(757) 331-1109,,"Buying Broker, Shipper, Produce,","Cabbage, Collards, Cucumbers, Green Beans, Kale, Peppers, Potatoes, Spinach, Squash, Sweet Corn,",Http://www.northamptongrowers.com
Northeast Trading Inc,,38 S 21ST ST,KENILWORTH,NJ,07033-1626,USA,(908) 709-0030,bobe@netrading.us,(908) 709-0303,,"Buying Broker, Broker, Distributor, Exporter, Importer, Shipper, Produce,","Apples, Berries, Fruits, Grapes, Melons, Pears, Vegetables,",
Northern Fruit Co Inc,,PO BOX 1986,WENATCHEE,WA,98807-1986,USA,(509) 884-3575,Nordic@northernfruit.com,(509) 884-1990,,"Exporter, Grower, Packer, Shipper, Produce,","Apples, Apricots, Cherries, Peaches, Pears,",Http://www.northernfruit.com
Northwest Onion Co Inc,,PO BOX 9036,BROOKS,OR,97305-0036,USA,(503) 792-3781,,(503) 792-3789,,"Grower, Packer, Shipper, Produce,","Onions,",
"Nunes Company Inc, The",,PO BOX 80006,SALINAS,CA,93912-0006,USA,(831) 751-7500,mcrossgrove@foxyproduce.com,(831) 424-4955,,"Consolidation, Exporter, Shipper, Supplier, Allied, Produce, Transportation,","Asparagus, Broccoli, Cauliflower, Celery, Food Processing Equipment, Green Leaf Lettuce, Grower Supplies, Lettuce, Mixed Vegetables, Packaging Material, PMA Member, Red Leaf Lettuce, Romaine,",
"Nunes Company Inc, The",,4471 E GILA RIDGE RD,YUMA,AZ,85365-7558,USA,(831) 751-7500,,,,"Shipper, Produce,","Asparagus, Broccoli, Cauliflower, Celery, Green Leaf Lettuce, Lettuce, Mixed Vegetables, Red Leaf Lettuce, Romaine,",
O K Produce,,PO BOX 12838,FRESNO,CA,93779-2838,USA,(559) 445-8600,,(559) 445-8690,,"Broker, Distributor, Food Service, Jobber, Shipper, Produce,","Bananas, Fruits, PMA Member, Vegetables,",Http://www.okproduce.com
